# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles'
# Event count (approx.): 4546231725
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                    
# ........  ............  ...............  ....................  ..........................................................................................................................................................................
#
     0.02%        872067  C2 CompilerThre  libjvm.so             [.] LoopNode::Opcode
     0.02%        871956  java             [JIT] tid 157535      [.] 0x00007fe1556e85f0
     0.02%        871941  java             [JIT] tid 157535      [.] 0x00007fe1556fff00
     0.02%        871915  java             [JIT] tid 157535      [.] 0x00007fe15d1e119f
     0.02%        871827  java             [JIT] tid 157535      [.] 0x00007fe1556e730f
     0.02%        871695  java             libjvm.so             [.] klassItable::initialize_itable
     0.02%        871664  C2 CompilerThre  libjvm.so             [.] Relocation::spec_simple
     0.02%        871626  java             [kernel.kallsyms]     [k] touch_atime
     0.02%        871611  java             [JIT] tid 157535      [.] 0x00007fe1556eb28c
     0.02%        871567  java             [JIT] tid 157535      [.] 0x00007fe155ca037a
     0.02%        871478  java             [JIT] tid 157535      [.] 0x00007fe1556df854
     0.02%        871409  java             [JIT] tid 157535      [.] 0x00007fe155c6e451
     0.02%        871367  C2 CompilerThre  libjvm.so             [.] Node::replace_edge
     0.02%        871328  java             [JIT] tid 157535      [.] 0x00007fe1556db732
     0.02%        871324  java             [kernel.kallsyms]     [k] strncpy_from_user
     0.02%        871321  java             [JIT] tid 157535      [.] 0x00007fe1556e3647
     0.02%        871244  java             libjvm.so             [.] CompilationPolicy::method_back_branch_event
     0.02%        871213  java             [JIT] tid 157535      [.] 0x00007fe155c825fd
     0.02%        871206  java             [kernel.kallsyms]     [k] inode_permission
     0.02%        871181  java             [JIT] tid 157535      [.] 0x00007fe155ef0ae7
     0.02%        871060  java             libjvm.so             [.] StackMapFrame::frame_in_exception_handler
     0.02%        871043  java             libjvm.so             [.] ThreadLocalAllocStats::initialize
     0.02%        871040  C1 CompilerThre  [kernel.kallsyms]     [k] syscall_exit_work
     0.02%        871040  C1 CompilerThre  libjvm.so             [.] ciField::initialize_from
     0.02%        870957  java             libjvm.so             [.] CompiledMethod::is_compiled
     0.02%        870770  C2 CompilerThre  libjvm.so             [.] ProjNode::Opcode
     0.02%        870696  C1 CompilerThre  libjvm.so             [.] ValueRecorder<Metadata*>::add_handle
     0.02%        870651  java             [JIT] tid 157535      [.] 0x00007fe155c6e0ec
     0.02%        870608  C2 CompilerThre  libjvm.so             [.] incI_memNode::ideal_Opcode
     0.02%        870560  C2 CompilerThre  libjvm.so             [.] Compile::TracePhase::TracePhase
     0.02%        870391  C2 CompilerThre  libjvm.so             [.] ResourceObj::operator new
     0.02%        870303  java             [JIT] tid 157535      [.] 0x00007fe155d6f569
     0.02%        870217  java             libc.so.6             [.] msort_with_tmp.part.0
     0.02%        870164  C1 CompilerThre  libjvm.so             [.] Assembler::incl
     0.02%        870147  C2 CompilerThre  libjvm.so             [.] MachProjNode::Opcode
     0.02%        870041  java             libjvm.so             [.] JNIHandleBlock::allocate_handle
     0.02%        869987  java             libjvm.so             [.] ParallelScavengeHeap::is_in
     0.02%        869923  java             [JIT] tid 157535      [.] 0x00007fe155edf155
     0.02%        869906  java             [JIT] tid 157535      [.] 0x00007fe155d1d450
     0.02%        869843  C2 CompilerThre  libjvm.so             [.] CmpNode::bottom_type
     0.02%        869800  C1 CompilerThre  libjvm.so             [.] Return::as_Return
     0.02%        869793  java             libjvm.so             [.] AccessFlags::atomic_set_bits
     0.02%        869704  java             libjvm.so             [.] java_lang_reflect_Constructor::clazz
     0.02%        869666  java             [JIT] tid 157535      [.] 0x00007fe1556e9dee
     0.02%        869600  C1 CompilerThre  libjvm.so             [.] LIR_List::load
     0.02%        869591  java             [JIT] tid 157535      [.] 0x00007fe15d1f0fd9
     0.02%        869426  java             [JIT] tid 157535      [.] 0x00007fe1556e9651
     0.02%        869379  C2 CompilerThre  libjvm.so             [.] MachCallNode::bottom_type
     0.02%        869283  java             libjvm.so             [.] InterpreterRuntime::anewarray
     0.02%        869230  java             [JIT] tid 157535      [.] 0x00007fe1556e1489
     0.02%        869155  java             [JIT] tid 157535      [.] 0x00007fe1556dc26e
     0.02%        869122  C2 CompilerThre  libjvm.so             [.] MethodLiveness::BasicBlock::propagate
     0.02%        869054  java             [kernel.kallsyms]     [k] ksys_read
     0.02%        869045  java             [JIT] tid 157535      [.] 0x00007fe155717480
     0.02%        868971  java             [kernel.kallsyms]     [k] __x64_sys_newstat
     0.02%        868946  C2 CompilerThre  libjvm.so             [.] GraphKit::kill_dead_locals
     0.02%        868942  C2 CompilerThre  [kernel.kallsyms]     [k] mark_page_accessed
     0.02%        868864  java             libjvm.so             [.] Klass::initialize_supers
     0.02%        868480  java             [JIT] tid 157535      [.] 0x00007fe1557d1963
     0.02%        868453  java             [JIT] tid 157535      [.] 0x00007fe155d4a066
     0.02%        868257  C1 CompilerThre  libjvm.so             [.] LoadField::visit
     0.02%        868200  java             libjvm.so             [.] ClassFileParser::check_super_class_access
     0.02%        868099  C2 CompilerThre  libjvm.so             [.] ResourceArea::rollback_to
     0.02%        868067  java             [JIT] tid 157535      [.] 0x00007fe1556e1884
     0.02%        867918  java             libjvm.so             [.] ModuleEntry::can_read
     0.02%        867907  java             [JIT] tid 157535      [.] 0x00007fe155716580
     0.02%        867900  java             [JIT] tid 157535      [.] 0x00007fe15d1bf1d8
     0.02%        867894  java             [JIT] tid 157535      [.] 0x00007fe1556d8314
     0.02%        867861  C2 CompilerThre  libjvm.so             [.] decodeHeapOopNode::oper_input_base
     0.02%        867755  java             [JIT] tid 157535      [.] 0x00007fe1557026e8
     0.02%        867727  java             [JIT] tid 157535      [.] 0x00007fe1556df46e
     0.02%        867482  java             libjvm.so             [.] DirectNativeCallWrapper::destination
     0.02%        867452  java             libjvm.so             [.] ClassFileParser::create_instance_klass
     0.02%        867436  java             [JIT] tid 157535      [.] 0x00007fe155e5f367
     0.02%        867402  C2 CompilerThre  libjvm.so             [.] PhiNode::is_data_loop
     0.02%        867380  java             libjvm.so             [.] jni_GetObjectField
     0.02%        867234  java             [JIT] tid 157535      [.] 0x00007fe155c7304a
     0.02%        867008  C1 CompilerThre  libjvm.so             [.] LinkResolver::check_method_loader_constraints
     0.02%        866864  java             libjvm.so             [.] Dependencies::check_unique_concrete_method
     0.02%        866648  java             [JIT] tid 157535      [.] 0x00007fe1556eb6c8
     0.02%        866515  C2 CompilerThre  libjvm.so             [.] TypeInt::make
     0.02%        866512  C1 CompilerThre  libjvm.so             [.] BlockListBuilder::set_entries
     0.02%        866400  java             [kernel.kallsyms]     [k] new_sync_read
     0.02%        866305  java             libjvm.so             [.] StringTable::intern
     0.02%        866104  java             [JIT] tid 157535      [.] 0x00007fe1556e29da
     0.02%        865737  java             libjvm.so             [.] Arena::grow
     0.02%        865713  C1 CompilerThre  [kernel.kallsyms]     [k] pick_next_task_idle
     0.02%        865596  java             libjvm.so             [.] InstanceKlass::is_same_class_package
     0.02%        865453  C2 CompilerThre  [kernel.kallsyms]     [k] do_futex
     0.02%        865426  java             [kernel.kallsyms]     [k] __do_sys_newstat
     0.02%        865218  java             [JIT] tid 157535      [.] 0x00007fe1556e42ca
     0.02%        865062  C2 CompilerThre  libjvm.so             [.] BoolNode::fold_cmpI
     0.02%        865061  java             [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.02%        864562  java             libjvm.so             [.] JVM_NewInstanceFromConstructor
     0.02%        864541  C1 CompilerThre  libjvm.so             [.] Instruction::as_Throw
     0.02%        864523  java             [JIT] tid 157535      [.] 0x00007fe1556e7f7d
     0.02%        864520  C1 CompilerThre  libjvm.so             [.] LinkedConcreteMethodFinder::find_witness_anywhere
     0.02%        864520  C2 CompilerThre  libjvm.so             [.] Matcher::find_shared_node
     0.02%        864158  java             [JIT] tid 157535      [.] 0x00007fe15d1ede1e
     0.02%        864108  java             [JIT] tid 157535      [.] 0x00007fe15d1a2e47
     0.02%        863867  java             libjvm.so             [.] Symbol::as_unicode
     0.02%        863590  C1 CompilerThre  libjvm.so             [.] Instruction::as_LoadIndexed
     0.02%        863565  C2 CompilerThre  libjvm.so             [.] DebugInformationRecorder::create_scope_values
     0.02%        863477  java             libjvm.so             [.] Chunk::next_chop
     0.02%        863352  C2 CompilerThre  libjvm.so             [.] jmpConNode::pinned
     0.02%        863337  java             [JIT] tid 157535      [.] 0x00007fe155d86fd1
     0.02%        863165  java             [JIT] tid 157535      [.] 0x00007fe1556e1873
     0.02%        862745  java             [JIT] tid 157535      [.] 0x00007fe15d1bf947
     0.02%        862742  java             [JIT] tid 157535      [.] 0x00007fe155720a17
     0.02%        862556  java             [JIT] tid 157535      [.] 0x00007fe155dbc506
     0.02%        862546  java             [JIT] tid 157535      [.] 0x00007fe15d19cf47
     0.02%        862524  C2 CompilerThre  libjvm.so             [.] State::_sub_Op_ConI
     0.02%        862084  java             [JIT] tid 157535      [.] 0x00007fe15d1cea3b
     0.02%        861846  C2 CompilerThre  libjvm.so             [.] MachNode::cisc_RegMask
     0.02%        861829  C1 CompilerThre  [kernel.kallsyms]     [k] mark_wake_futex
     0.02%        861755  java             [kernel.kallsyms]     [k] memcg_slab_free_hook
     0.02%        861743  java             libjvm.so             [.] HandleMark::~HandleMark
     0.02%        861390  C2 CompilerThre  libjvm.so             [.] GraphKit::make_runtime_call
     0.02%        861364  C1 CompilerThre  [kernel.kallsyms]     [k] asm_exc_page_fault
     0.02%        861310  C2 CompilerThre  libjvm.so             [.] MachCallNode::returns_pointer
     0.02%        861182  java             [JIT] tid 157535      [.] 0x00007fe155e8545f
     0.02%        861037  java             libjvm.so             [.] RawBytecodeStream::get_index
     0.02%        860665  C2 CompilerThre  [kernel.kallsyms]     [k] update_sg_lb_stats
     0.02%        860655  C1 CompilerThre  libjvm.so             [.] BlockBegin::insert_block_between
     0.02%        860421  java             [JIT] tid 157535      [.] 0x00007fe15d1af3c6
     0.02%        859798  C1 CompilerThre  libjvm.so             [.] non-virtual thunk to UseCountComputer::block_do(BlockBegin*)
     0.02%        859654  java             [kernel.kallsyms]     [k] task_scan_max
     0.02%        859642  C2 CompilerThre  libjvm.so             [.] BoolNode::Opcode
     0.02%        859537  C2 CompilerThre  libjvm.so             [.] Signature::is_valid_array_signature
     0.02%        859497  C2 CompilerThre  libjvm.so             [.] TypeAry::hash
     0.02%        859489  C1 CompilerThre  libjvm.so             [.] Dependencies::find_unique_concrete_method
     0.02%        859436  C2 CompilerThre  [kernel.kallsyms]     [k] __entry_text_start
     0.02%        859407  C1 CompilerThre  [JIT] tid 157535      [.] 0x00007fe1556cf08e
     0.02%        859354  C1 CompilerThre  libjvm.so             [.] ciVirtualCallData::translate_from
     0.02%        859261  java             [JIT] tid 157535      [.] 0x00007fe1556e160a
     0.02%        859125  java             libjvm.so             [.] ClassVerifier::verify_local_variable_table
     0.02%        858864  java             [JIT] tid 157535      [.] 0x00007fe1556de832
     0.02%        858770  C2 CompilerThre  libjvm.so             [.] GraphKit::record_profile_for_speculation
     0.02%        858722  C1 CompilerThre  libjvm.so             [.] outputStream::print
     0.02%        858645  java             [JIT] tid 157535      [.] 0x00007fe1556e7108
     0.02%        858613  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::compute_initial_block_pressure
     0.02%        858477  java             [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.02%        858458  C2 CompilerThre  libjvm.so             [.] LinkResolver::resolve_static_call
     0.02%        858365  java             libjvm.so             [.] Rewriter::rewrite_member_reference
     0.02%        858123  java             [kernel.kallsyms]     [k] __check_object_size.part.0
     0.02%        858083  java             [JIT] tid 157535      [.] 0x00007fe155eb078f
     0.02%        857293  C1 CompilerThre  libjvm.so             [.] ValueType::as_IntConstant
     0.02%        857216  C1 CompilerThre  libjvm.so             [.] UTF8::convert_to_unicode<unsigned short>
     0.02%        857131  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<1335398ul, CardTableBarrierSet>, (AccessInternal::BarrierType)3, 1335398ul>::oop_access_barrier
     0.02%        857022  C2 CompilerThre  libjvm.so             [.] Parse::ensure_memory_phi
     0.02%        857010  C2 CompilerThre  libjvm.so             [.] ciObjectFactory::get_metadata
     0.02%        856766  C1 CompilerThre  libc.so.6             [.] __strcpy_avx2
     0.02%        856304  C1 CompilerThre  libjvm.so             [.] MethodData::init
     0.02%        856283  java             libjvm.so             [.] klassVtable::check_constraints
     0.02%        856200  java             [JIT] tid 157535      [.] 0x00007fe1556debd7
     0.02%        856168  java             [JIT] tid 157535      [.] 0x00007fe1556de9d3
     0.02%        855799  java             [JIT] tid 157535      [.] 0x00007fe1556e3c9a
     0.02%        855759  java             libjvm.so             [.] vframeStream::vframeStream
     0.02%        855499  C1 CompilerThre  [JIT] tid 157535      [.] 0x00007fe1556d34ca
     0.02%        855499  C2 CompilerThre  libjvm.so             [.] Node_List::push
     0.02%        855486  C1 CompilerThre  libjvm.so             [.] Klass::method_at_vtable
     0.02%        855465  java             [JIT] tid 157535      [.] 0x00007fe15d1e4b05
     0.02%        855102  C1 CompilerThre  libjvm.so             [.] LIR_List::append
     0.02%        854868  C2 CompilerThre  libjvm.so             [.] ArenaBitMap::ArenaBitMap
     0.02%        854652  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::emit_op1
     0.02%        854571  C2 CompilerThre  libjvm.so             [.] Symbol::decrement_refcount
     0.02%        854562  C2 CompilerThre  libjvm.so             [.] ciMethod::has_compiled_code
     0.02%        854485  VM Thread        [kernel.kallsyms]     [k] llist_add_batch
     0.02%        854314  C1 CompilerThre  libjvm.so             [.] ciBytecodeStream::get_constant
     0.02%        854084  java             [JIT] tid 157535      [.] 0x00007fe155c88887
     0.02%        854072  C1 CompilerThre  libjvm.so             [.] StateSplit::state_values_do
     0.02%        853151  java             libjvm.so             [.] JavaClasses::get_injected
     0.02%        853118  java             [JIT] tid 157535      [.] 0x00007fe155e7f754
     0.02%        852918  C2 CompilerThre  libjvm.so             [.] jmpConNode::oper_input_base
     0.02%        852762  C2 CompilerThre  libjvm.so             [.] LoadINode::memory_type
     0.02%        852737  java             [JIT] tid 157535      [.] 0x00007fe155d57f67
     0.02%        852576  java             [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.02%        852488  java             libjvm.so             [.] GenerateOopMap::mark_reachable_code
     0.02%        852397  C2 CompilerThre  [kernel.kallsyms]     [k] __vma_adjust
     0.02%        852031  java             [JIT] tid 157535      [.] 0x00007fe1556eb0c6
     0.02%        851757  java             libjvm.so             [.] java_lang_System::allow_security_manager
     0.02%        851744  java             [JIT] tid 157535      [.] 0x00007fe15d1d25e5
     0.02%        851721  C1 CompilerThre  [kernel.kallsyms]     [k] ktime_get_coarse_real_ts64
     0.02%        851582  java             libjvm.so             [.] Method::is_accessor
     0.02%        851264  C2 CompilerThre  libjvm.so             [.] SubINode::Opcode
     0.02%        851148  C1 CompilerThre  [vdso]                [.] 0x00000000000006f8
     0.02%        850330  C1 CompilerThre  libjvm.so             [.] Symbol::as_C_string
     0.02%        850208  java             libjvm.so             [.] JVM_Clone
     0.02%        849908  C1 CompilerThre  libjvm.so             [.] CompilerOracle::has_option_value<bool>
     0.02%        849638  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<ResolveNode*, GrowableArray<ResolveNode*> >::grow
     0.02%        849551  C2 CompilerThre  libjvm.so             [.] LinkResolver::linktime_resolve_virtual_method_or_null
     0.02%        849511  C1 CompilerThre  libjvm.so             [.] ClassLoaderData::metaspace_non_null
     0.02%        849289  C2 CompilerThre  libjvm.so             [.] ThreadCritical::ThreadCritical
     0.02%        849233  C2 CompilerThre  libjvm.so             [.] loadConINode::rule
     0.02%        849099  C2 CompilerThre  libjvm.so             [.] Dictionary::find
     0.02%        848863  java             [JIT] tid 157535      [.] 0x00007fe155d9471c
     0.02%        848824  C1 CompilerThre  libjvm.so             [.] LinearScan::color_lir_opr
     0.02%        848763  java             libjvm.so             [.] CompiledIC::is_clean
     0.02%        848691  java             [JIT] tid 157535      [.] 0x00007fe1556eb7d2
     0.02%        848293  java             libjvm.so             [.] LinkResolver::check_field_loader_constraints
     0.02%        848226  C2 CompilerThre  libjvm.so             [.] TypeInstPtr::make
     0.02%        848135  java             [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.02%        847852  C1 CompilerThre  [kernel.kallsyms]     [k] _raw_spin_unlock
     0.02%        847688  C1 CompilerThre  libjvm.so             [.] LIRGenerator::do_ProfileCall
     0.02%        847296  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::new_lrg
     0.02%        847031  java             libjvm.so             [.] objArrayOopDesc::atomic_compare_exchange_oop
     0.02%        847012  C2 CompilerThre  libjvm.so             [.] ciTypeFlow::StateVector::StateVector
     0.02%        846872  C2 CompilerThre  libjvm.so             [.] Symbol::print_symbol_on
     0.02%        846569  C1 CompilerThre  libjvm.so             [.] Klass::is_subclass_of
     0.02%        846350  C2 CompilerThre  libjvm.so             [.] Block::is_block
     0.02%        846329  C1 CompilerThre  libjvm.so             [.] Symbol::decrement_refcount
     0.02%        846329  java             libjvm.so             [.] Dependencies::DepStream::next
     0.02%        845498  java             [JIT] tid 157535      [.] 0x00007fe1556db7bf
     0.02%        845322  C1 CompilerThre  libjvm.so             [.] SignatureStream::SignatureStream
     0.02%        844995  java             [JIT] tid 157535      [.] 0x00007fe155c99f47
     0.02%        844767  java             [JIT] tid 157535      [.] 0x00007fe155d4421e
     0.02%        844757  C1 CompilerThre  [kernel.kallsyms]     [k] rwsem_optimistic_spin
     0.02%        844017  C2 CompilerThre  libjvm.so             [.] MergeMemNode::Identity
     0.02%        843933  java             [JIT] tid 157535      [.] 0x00007fe155e057a0
     0.02%        843856  C1 CompilerThre  [kernel.kallsyms]     [k] newidle_balance
     0.02%        843686  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::raise_pressure
     0.02%        843391  java             [JIT] tid 157535      [.] 0x00007fe1556eb6b3
     0.02%        842765  C1 CompilerThre  libjvm.so             [.] LIRGenerator::new_register
     0.02%        842727  C2 CompilerThre  libjvm.so             [.] GraphKit::cast_not_null
     0.02%        842328  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::reg2reg
     0.02%        841296  C1 CompilerThre  libjvm.so             [.] MacroAssembler::incrementl
     0.02%        840801  C1 CompilerThre  libjvm.so             [.] LIR_OprDesc::type
     0.02%        840615  C2 CompilerThre  [kernel.kallsyms]     [k] set_next_task_idle
     0.02%        839999  java             [JIT] tid 157535      [.] 0x00007fe1556e26dd
     0.02%        839847  C1 CompilerThre  libjvm.so             [.] CodeBuffer::copy_code_to
     0.02%        839491  C1 CompilerThre  libjvm.so             [.] ArithmeticOp::can_trap
     0.02%        838642  C2 CompilerThre  libjvm.so             [.] PhaseCFG::build_dominator_tree
     0.02%        838540  C2 CompilerThre  libjvm.so             [.] MergeMemNode::make
     0.02%        838312  C1 CompilerThre  libjvm.so             [.] ciObjectFactory::create_new_object
     0.02%        837934  java             libjvm.so             [.] JVM_GetStackAccessControlContext
     0.02%        837593  C1 CompilerThre  libjvm.so             [.] CgroupSubsystem::limit_from_str
     0.02%        837476  C2 CompilerThre  libjvm.so             [.] ciBytecodeStream::get_declared_method_holder
     0.02%        836756  java             libjvm.so             [.] reflect_ConstantPool::get_cp
     0.02%        836630  C2 CompilerThre  [kernel.kallsyms]     [k] __mod_node_page_state
     0.02%        836137  C1 CompilerThre  libjvm.so             [.] BarrierSetC1::store_at
     0.02%        836040  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::as_Address
     0.02%        835663  java             [JIT] tid 157535      [.] 0x00007fe1556dd8d3
     0.02%        834436  java             [JIT] tid 157535      [.] 0x00007fe15d1fa91c
     0.02%        834424  java             libjvm.so             [.] PerfClassTraceTime::initialize
     0.02%        834154  C1 CompilerThre  libjvm.so             [.] EdgeMoveOptimizer::operations_different
     0.02%        833326  C1 CompilerThre  libjvm.so             [.] DirectiveSet::should_inline
     0.02%        833260  C2 CompilerThre  libjvm.so             [.] Matcher::find_shared_post_visit
     0.02%        832549  C2 CompilerThre  [kernel.kallsyms]     [k] down_read_trylock
     0.02%        832531  C2 CompilerThre  libjvm.so             [.] PhaseOutput::pd_perform_mach_node_analysis
     0.02%        832505  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<BlockBegin*, GrowableArray<BlockBegin*> >::grow
     0.02%        832226  C1 CompilerThre  libjvm.so             [.] PcDesc::PcDesc
     0.02%        830745  C1 CompilerThre  libjvm.so             [.] BlockBegin::state_values_do
     0.02%        830610  C1 CompilerThre  libjvm.so             [.] CompileTask::print_ul
     0.02%        829637  Thread-0         [kernel.kallsyms]     [k] perf_iterate_sb
     0.02%        829474  C1 CompilerThre  libjvm.so             [.] ciObjectFactory::get_unloaded_klass
     0.02%        829089  C1 CompilerThre  libjvm.so             [.] ComputeLinearScanOrder::clear_non_natural_loops
     0.02%        828722  C2 CompilerThre  libjvm.so             [.] Node::is_dead_loop_safe
     0.02%        827989  java             [JIT] tid 157535      [.] 0x00007fe155d72e9e
     0.02%        826396  C1 CompilerThre  libjvm.so             [.] OopMapSet::OopMapSet
     0.02%        826381  C1 CompilerThre  libjvm.so             [.] vmClasses::is_loaded
     0.02%        826089  java             [kernel.kallsyms]     [k] xfs_file_read_iter
     0.02%        826025  C2 CompilerThre  libjvm.so             [.] AbstractAssembler::generate_stack_overflow_check
     0.02%        824010  C1 CompilerThre  libjvm.so             [.] PhiResolver::move
     0.02%        823850  C1 CompilerThre  libjvm.so             [.] MacroAssembler::load_klass
     0.02%        823783  java             libjvm.so             [.] vmSymbols::initialize
     0.02%        823679  C1 CompilerThre  libjvm.so             [.] MethodLiveness::BasicBlock::BasicBlock
     0.02%        823654  C1 CompilerThre  [kernel.kallsyms]     [k] copy_user_generic_string
     0.02%        822527  C2 CompilerThre  libjvm.so             [.] PhaseIterGVN::remove_speculative_types
     0.02%        822166  C2 CompilerThre  libjvm.so             [.] MethodData::data_at
     0.02%        821191  java             [JIT] tid 157535      [.] 0x00007fe155e7872d
     0.02%        820894  C1 CompilerThre  libjvm.so             [.] internal_word_Relocation::fix_relocation_after_move
     0.02%        820685  C2 CompilerThre  [kernel.kallsyms]     [k] __schedule
     0.02%        820379  java             libjvm.so             [.] StringTable::create_table
     0.02%        819999  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::code_offset
     0.02%        819253  C1 CompilerThre  libjvm.so             [.] LinearScanWalker::spill_block_inactive_fixed
     0.02%        819070  C1 CompilerThre  libjvm.so             [.] ConstantPool::impl_tag_ref_at
     0.02%        818412  C1 CompilerThre  libjvm.so             [.] Phi::operand_at
     0.02%        818251  C1 CompilerThre  libjvm.so             [.] LIR_OprPtr::as_address
     0.02%        818211  C1 CompilerThre  libjvm.so             [.] ciEnv::register_method
     0.02%        816967  C2 CompilerThre  [JIT] tid 157535      [.] 0x00007fe1556cf08e
     0.02%        816810  java             [JIT] tid 157535      [.] 0x00007fe155dfcce7
     0.02%        816520  C1 CompilerThre  libjvm.so             [.] DependencyContext::add_dependent_nmethod
     0.02%        816279  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<ciMetadata*, GrowableArray<ciMetadata*> >::grow
     0.02%        815980  C2 CompilerThre  libjvm.so             [.] ciKlass::is_subclass_of
     0.02%        815140  C1 CompilerThre  libc.so.6             [.] pthread_mutex_unlock@@GLIBC_2.2.5
     0.02%        814627  java             libjvm.so             [.] FieldLayoutBuilder::epilogue
     0.02%        814451  java             libjvm.so             [.] BaseBytecodeStream::BaseBytecodeStream
     0.02%        814269  C2 CompilerThre  libjvm.so             [.] TypePtr::speculative_type
     0.02%        814029  C2 CompilerThre  libjvm.so             [.] SubINode::Ideal
     0.02%        812908  C1 CompilerThre  libjvm.so             [.] LIR_OpJavaCall::as_OpJavaCall
     0.02%        812677  C2 CompilerThre  libjvm.so             [.] PhaseBlockLayout::find_edges
     0.02%        812506  C2 CompilerThre  libjvm.so             [.] jmpDirNode::oper_input_base
     0.02%        812419  C1 CompilerThre  libjvm.so             [.] Compiler::is_intrinsic_supported
     0.02%        812215  C2 CompilerThre  libjvm.so             [.] ciMethod::ciMethod
     0.02%        811958  C1 CompilerThre  libjvm.so             [.] methodHandle::operator=
     0.02%        810784  C2 CompilerThre  libjvm.so             [.] LoadNode::hash
     0.02%        810534  C1 CompilerThre  libjvm.so             [.] Instruction::as_NewArray
     0.02%        810428  C2 CompilerThre  [kernel.kallsyms]     [k] _find_next_bit
     0.02%        810383  C2 CompilerThre  libjvm.so             [.] TypeRawPtr::hash
     0.02%        809256  java             ld-linux-x86-64.so.2  [.] strcmp
     0.02%        809244  C1 CompilerThre  libjvm.so             [.] Dependencies::assert_common_1
     0.02%        808223  C1 CompilerThre  libjvm.so             [.] nmethod::is_nmethod
     0.02%        808117  C2 CompilerThre  libjvm.so             [.] Signature::basic_type
     0.02%        807702  C1 CompilerThre  libjvm.so             [.] OSContainer::memory_limit_in_bytes
     0.02%        807560  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::const2reg
     0.02%        807121  java             [JIT] tid 157535      [.] 0x00007fe15572027f
     0.02%        806809  C2 CompilerThre  libjvm.so             [.] TypeAry::cleanup_speculative
     0.02%        806809  C2 CompilerThre  libjvm.so             [.] ciObject::hash
     0.02%        806679  C1 CompilerThre  libjvm.so             [.] LIRGenerator::do_Goto
     0.02%        806131  java             libjvm.so             [.] SymbolTable::new_symbols
     0.02%        806106  C1 CompilerThre  libjvm.so             [.] Method::backedge_count
     0.02%        805605  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::compact
     0.02%        805431  C2 CompilerThre  libjvm.so             [.] MachNode::Expand
     0.02%        805104  C2 CompilerThre  libjvm.so             [.] ciType::is_classless
     0.02%        804970  C2 CompilerThre  libjvm.so             [.] IfProjNode::Identity
     0.02%        804930  C2 CompilerThre  libjvm.so             [.] TypeOopPtr::singleton
     0.02%        804894  C1 CompilerThre  libjvm.so             [.] StateSplit::input_values_do
     0.02%        803863  C1 CompilerThre  libjvm.so             [.] ValueNumberingVisitor::do_StoreField
     0.02%        802867  C1 CompilerThre  libjvm.so             [.] CompilerConfig::is_interpreter_only
     0.02%        802582  C1 CompilerThre  libjvm.so             [.] Phi::as_Phi
     0.02%        802101  C2 CompilerThre  [kernel.kallsyms]     [k] __x64_sys_futex
     0.02%        802101  C2 CompilerThre  libjvm.so             [.] Dict::doubhash
     0.02%        801424  C1 CompilerThre  libjvm.so             [.] Method::is_not_compilable
     0.02%        801290  C1 CompilerThre  libjvm.so             [.] LoadIndexed::visit
     0.02%        800983  C1 CompilerThre  libjvm.so             [.] InstanceKlass::array_klass_or_null
     0.02%        800110  C2 CompilerThre  libjvm.so             [.] ConstantPool::klass_at_if_loaded
     0.02%        800029  C2 CompilerThre  libjvm.so             [.] BaseCountedLoopNode::loopexit_or_null
     0.02%        799671  java             [kernel.kallsyms]     [k] rmqueue
     0.02%        799465  C1 CompilerThre  libjvm.so             [.] Metadata::is_klass
     0.02%        799264  C1 CompilerThre  libjvm.so             [.] GraphBuilder::call_register_finalizer
     0.02%        798987  C2 CompilerThre  libjvm.so             [.] Unique_Node_List::remove_useless_nodes
     0.02%        798707  java             [JIT] tid 157535      [.] 0x00007fe155f35861
     0.02%        798469  C1 CompilerThre  libjvm.so             [.] Assembler::emit_compressed_disp_byte
     0.02%        798368  C1 CompilerThre  libjvm.so             [.] CodeHeap::allocated_capacity
     0.02%        797268  C1 CompilerThre  libjvm.so             [.] ControlFlowOptimizer::delete_empty_blocks
     0.02%        797268  C1 CompilerThre  libjvm.so             [.] TypeCheck::input_values_do
     0.02%        797141  C2 CompilerThre  libjvm.so             [.] ciObjectFactory::ciObjectFactory
