# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles'
# Event count (approx.): 6921317673
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                                     
# ........  ............  ...............  ....................  ...........................................................................................................................................................................................
#
     0.01%        893091  java             libjvm.so             [.] DirectNativeCallWrapper::instruction_address
     0.01%        893090  C2 CompilerThre  libjvm.so             [.] rFlagsRegOper::type
     0.01%        893088  java             [JIT] tid 160376      [.] 0x00007f0239e05001
     0.01%        893083  java             [JIT] tid 160376      [.] 0x00007f0239ebc5e4
     0.01%        893081  java             [JIT] tid 160376      [.] 0x00007f02396e3fe4
     0.01%        893072  C2 CompilerThre  libjvm.so             [.] State::_sub_Op_ConP
     0.01%        893068  java             [JIT] tid 160376      [.] 0x00007f0239cc042a
     0.01%        893033  java             [JIT] tid 160376      [.] 0x00007f02396d0013
     0.01%        893031  C2 CompilerThre  libjvm.so             [.] jmpConUNode::oper_input_base
     0.01%        893025  C2 CompilerThre  libjvm.so             [.] TypeNarrowPtr::singleton
     0.01%        893006  java             libc.so.6             [.] __GI___libc_open
     0.01%        893005  java             [JIT] tid 160376      [.] 0x00007f0239ee1202
     0.01%        892992  C2 CompilerThre  libjvm.so             [.] PhaseOutput::FillExceptionTables
     0.01%        892986  java             [JIT] tid 160376      [.] 0x00007f0239f4328d
     0.01%        892986  java             [JIT] tid 160376      [.] 0x00007f0239fb8a84
     0.01%        892979  java             [JIT] tid 160376      [.] 0x00007f02411f0018
     0.01%        892953  C2 CompilerThre  libjvm.so             [.] fieldDescriptor::reinitialize
     0.01%        892934  java             [JIT] tid 160376      [.] 0x00007f0239caf914
     0.01%        892911  C2 CompilerThre  libjvm.so             [.] ValueRecorder<Metadata*>::maybe_find_index
     0.01%        892905  java             libjvm.so             [.] Label::add_patch_at
     0.01%        892900  java             libjvm.so             [.] Symbol::increment_refcount
     0.01%        892881  java             [JIT] tid 160376      [.] 0x00007f0239f7ed17
     0.01%        892878  C1 CompilerThre  libjvm.so             [.] Dependencies::copy_to
     0.01%        892864  java             [JIT] tid 160376      [.] 0x00007f0239d18427
     0.01%        892832  C2 CompilerThre  libjvm.so             [.] MacroAssembler::safepoint_poll
     0.01%        892832  java             [JIT] tid 160376      [.] 0x00007f0239720704
     0.01%        892824  GC Thread#4      [kernel.kallsyms]     [k] clear_page_rep
     0.01%        892804  java             [JIT] tid 160376      [.] 0x00007f0239dd108d
     0.01%        892796  java             libjvm.so             [.] Assembler::prefix
     0.01%        892794  C2 CompilerThre  libjvm.so             [.] TypeAryPtr::empty
     0.01%        892787  C2 CompilerThre  libjvm.so             [.] CastIINode::Identity
     0.01%        892777  java             [JIT] tid 160376      [.] 0x00007f0239faf38e
     0.01%        892770  java             libjvm.so             [.] InstanceKlass::allocate_instance_klass
     0.01%        892753  C2 CompilerThre  libjvm.so             [.] RegionNode::Opcode
     0.01%        892751  java             [JIT] tid 160376      [.] 0x00007f02412078d1
     0.01%        892738  java             [JIT] tid 160376      [.] 0x00007f02396e24bf
     0.01%        892681  java             [JIT] tid 160376      [.] 0x00007f0239e1e14e
     0.01%        892679  java             libjvm.so             [.] ObjectSynchronizer::FastHashCode
     0.01%        892674  java             [JIT] tid 160376      [.] 0x00007f02411b28c7
     0.01%        892672  C2 CompilerThre  libjvm.so             [.] TypeRawPtr::hash
     0.01%        892648  C2 CompilerThre  libjvm.so             [.] Compile::final_graph_reshaping
     0.01%        892646  java             [JIT] tid 160376      [.] 0x00007f0239efd0d0
     0.01%        892621  java             [JIT] tid 160376      [.] 0x00007f0239e83687
     0.01%        892614  java             libjvm.so             [.] CompilationPolicy::common<CallPredicate>
     0.01%        892602  java             [JIT] tid 160376      [.] 0x00007f02396cfccd
     0.01%        892578  java             [JIT] tid 160376      [.] 0x00007f02397cefcc
     0.01%        892577  C2 CompilerThre  libjvm.so             [.] loadINode::rule
     0.01%        892575  java             [JIT] tid 160376      [.] 0x00007f0239cb1514
     0.01%        892566  C2 CompilerThre  libjvm.so             [.] MachOper::num_edges
     0.01%        892565  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::clone_loop_handle_data_uses
     0.01%        892545  java             [JIT] tid 160376      [.] 0x00007f02396e3c87
     0.01%        892516  java             [kernel.kallsyms]     [k] avc_policy_seqno
     0.01%        892503  C2 CompilerThre  libjvm.so             [.] LoadNode::Identity
     0.01%        892490  C2 CompilerThre  libjvm.so             [.] PhaseTransform::zerocon
     0.01%        892471  java             [JIT] tid 160376      [.] 0x00007f0239e2f99c
     0.01%        892435  C2 CompilerThre  [kernel.kallsyms]     [k] next_uptodate_page
     0.01%        892421  C2 CompilerThre  libjvm.so             [.] SafePointScalarObjectNode::match_edge
     0.01%        892398  C2 CompilerThre  libjvm.so             [.] compU_rRegNode::cisc_operand
     0.01%        892354  java             [JIT] tid 160376      [.] 0x00007f0239cbff36
     0.01%        892354  java             libjvm.so             [.] StackMapFrame::is_assignable_to
     0.01%        892345  java             libjvm.so             [.] FieldLayoutBuilder::compute_regular_layout
     0.01%        892335  java             libjvm.so             [.] ObjArrayKlass::array_klass
     0.01%        892319  java             [JIT] tid 160376      [.] 0x00007f0239c9465c
     0.01%        892319  java             libjvm.so             [.] jni_GetObjectField
     0.01%        892281  C2 CompilerThre  libjvm.so             [.] Node::set_req_X
     0.01%        892246  C2 CompilerThre  libjvm.so             [.] MultiNode::hash
     0.01%        892231  java             libjvm.so             [.] check_bounds
     0.01%        892141  java             [JIT] tid 160376      [.] 0x00007f02396de8d3
     0.01%        892129  java             libjvm.so             [.] InstanceKlass::compute_secondary_supers
     0.01%        892096  java             [JIT] tid 160376      [.] 0x00007f0239f30ef1
     0.01%        892047  java             [JIT] tid 160376      [.] 0x00007f0239fe3705
     0.01%        892026  java             libjvm.so             [.] LinkInfo::LinkInfo
     0.01%        892023  java             [JIT] tid 160376      [.] 0x00007f0239ea644a
     0.01%        892016  C2 CompilerThre  libjvm.so             [.] Method::invocation_count
     0.01%        891968  java             [JIT] tid 160376      [.] 0x00007f0239ebc0eb
     0.01%        891962  java             [JIT] tid 160376      [.] 0x00007f02397c359f
     0.01%        891962  java             [JIT] tid 160376      [.] 0x00007f02411ac2a6
     0.01%        891948  C2 CompilerThre  libjvm.so             [.] ciEnv::get_instance_klass_for_declared_method_holder
     0.01%        891942  C2 CompilerThre  libjvm.so             [.] ciField::initialize_from
     0.01%        891938  C2 CompilerThre  libjvm.so             [.] MachIdealNode::rule
     0.01%        891937  C2 CompilerThre  libjvm.so             [.] BoolNode::Opcode
     0.01%        891931  java             [JIT] tid 160376      [.] 0x00007f02397180cd
     0.01%        891915  java             [JIT] tid 160376      [.] 0x00007f02396eb7db
     0.01%        891913  C1 CompilerThre  libjvm.so             [.] ciMethodData::data_from
     0.01%        891909  C2 CompilerThre  libjvm.so             [.] PhaseConservativeCoalesce::copy_copy
     0.01%        891881  java             [JIT] tid 160376      [.] 0x00007f02397c35a3
     0.01%        891875  C2 CompilerThre  [kernel.kallsyms]     [k] rmqueue
     0.01%        891859  java             libjvm.so             [.] SystemDictionaryShared::lookup_from_stream
     0.01%        891841  java             [JIT] tid 160376      [.] 0x00007f0239ebd1dd
     0.01%        891816  java             [kernel.kallsyms]     [k] bpf_lsm_file_permission
     0.01%        891795  java             [JIT] tid 160376      [.] 0x00007f02396d87a2
     0.01%        891795  java             [JIT] tid 160376      [.] 0x00007f0239ebf067
     0.01%        891787  java             libc.so.6             [.] __close
     0.01%        891772  java             [JIT] tid 160376      [.] 0x00007f023971b8a9
     0.01%        891741  java             [JIT] tid 160376      [.] 0x00007f0239fcb63e
     0.01%        891715  java             [JIT] tid 160376      [.] 0x00007f0239fda189
     0.01%        891669  java             [JIT] tid 160376      [.] 0x00007f0239fe3627
     0.01%        891669  java             libjvm.so             [.] FieldLayout::reconstruct_layout
     0.01%        891643  java             [JIT] tid 160376      [.] 0x00007f0239f2a0e3
     0.01%        891639  C1 CompilerThre  [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.01%        891632  GC Thread#7      libjvm.so             [.] memmove@plt
     0.01%        891632  java             [JIT] tid 160376      [.] 0x00007f0239717a80
     0.01%        891619  C2 CompilerThre  libjvm.so             [.] loadRangeNode::rule
     0.01%        891608  java             libjvm.so             [.] CodeHeap::allocated_capacity
     0.01%        891594  java             [JIT] tid 160376      [.] 0x00007f0239faf3c2
     0.01%        891580  java             [JIT] tid 160376      [.] 0x00007f02396ea62e
     0.01%        891563  java             [JIT] tid 160376      [.] 0x00007f023a004b56
     0.01%        891542  C2 CompilerThre  libjvm.so             [.] indOffset8Oper::base_position
     0.01%        891536  java             [kernel.kallsyms]     [k] security_file_permission
     0.01%        891509  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::loop_exit_control
     0.01%        891500  C2 CompilerThre  libjvm.so             [.] ciInstanceKlass::get_canonical_holder
     0.01%        891497  java             [JIT] tid 160376      [.] 0x00007f0239ce9dfc
     0.01%        891489  java             [JIT] tid 160376      [.] 0x00007f02397cefde
     0.01%        891483  java             [JIT] tid 160376      [.] 0x00007f0239ec9882
     0.01%        891473  java             libjvm.so             [.] InstanceKlass::do_local_static_fields
     0.01%        891472  C2 CompilerThre  [kernel.kallsyms]     [k] __mem_cgroup_charge
     0.01%        891472  C2 CompilerThre  libjvm.so             [.] ciMethod::load_code
     0.01%        891472  java             [JIT] tid 160376      [.] 0x00007f0239eebf7c
     0.01%        891465  java             [JIT] tid 160376      [.] 0x00007f0239f2be6c
     0.01%        891462  java             libjvm.so             [.] Method::is_accessor
     0.01%        891445  java             [JIT] tid 160376      [.] 0x00007f0239700536
     0.01%        891405  GC Thread#2      [kernel.kallsyms]     [k] update_sg_lb_stats
     0.01%        891403  java             [JIT] tid 160376      [.] 0x00007f02396db540
     0.01%        891376  java             [JIT] tid 160376      [.] 0x00007f0239cf5b87
     0.01%        891346  java             [JIT] tid 160376      [.] 0x00007f02396db764
     0.01%        891317  C2 CompilerThre  libjvm.so             [.] PhaseIterGVN::is_dominator
     0.01%        891304  GC Thread#2      [kernel.kallsyms]     [k] smp_call_function_many_cond
     0.01%        891300  java             libjvm.so             [.] RetTable::compute_ret_table
     0.01%        891280  java             [JIT] tid 160376      [.] 0x00007f02396e2069
     0.01%        891276  C1 CompilerThre  libjvm.so             [.] Assembler::incl
     0.01%        891254  java             [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.01%        891218  java             [JIT] tid 160376      [.] 0x00007f0239ec5a32
     0.01%        891207  java             [JIT] tid 160376      [.] 0x00007f0239f79514
     0.01%        891205  java             [JIT] tid 160376      [.] 0x00007f02396ec4c7
     0.01%        891189  java             [JIT] tid 160376      [.] 0x00007f0239f418c9
     0.01%        891172  java             [JIT] tid 160376      [.] 0x00007f0239ec5f53
     0.01%        891117  java             [JIT] tid 160376      [.] 0x00007f02396e0253
     0.01%        891100  C2 CompilerThre  libjvm.so             [.] Assembler::movq
     0.01%        891085  java             libjvm.so             [.] MemAllocator::Allocation::notify_allocation_jvmti_sampler
     0.01%        891057  java             [JIT] tid 160376      [.] 0x00007f02411a9d67
     0.01%        890997  java             libjvm.so             [.] LinkResolver::resolve_field
     0.01%        890979  C2 CompilerThre  libjvm.so             [.] Assembler::emit_operand_helper
     0.01%        890970  C2 CompilerThre  libjvm.so             [.] State::_sub_Op_AddI
     0.01%        890965  C1 CompilerThre  [kernel.kallsyms]     [k] try_to_wake_up
     0.01%        890942  GC Thread#2      libjvm.so             [.] PSPromotionManager::copy_unmarked_to_survivor_space<false>
     0.01%        890915  java             [JIT] tid 160376      [.] 0x00007f0239ec622c
     0.01%        890885  java             [JIT] tid 160376      [.] 0x00007f0239720a54
     0.01%        890881  java             [JIT] tid 160376      [.] 0x00007f0239fbd71f
     0.01%        890854  java             [JIT] tid 160376      [.] 0x00007f02411ee5db
     0.01%        890795  C2 CompilerThre  libjvm.so             [.] DependencyContext::add_dependent_nmethod
     0.01%        890790  java             [JIT] tid 160376      [.] 0x00007f0239d649e7
     0.01%        890790  java             [JIT] tid 160376      [.] 0x00007f024119cf5e
     0.01%        890781  C2 CompilerThre  libjvm.so             [.] Type::hash
     0.01%        890767  C2 CompilerThre  libjvm.so             [.] storeImmBNode::ideal_Opcode
     0.01%        890761  VM Thread        libjvm.so             [.] java_lang_ref_SoftReference::clock
     0.01%        890756  C2 CompilerThre  [kernel.kallsyms]     [k] futex_wait_queue_me
     0.01%        890753  java             libjvm.so             [.] StringTable::intern
     0.01%        890741  java             [JIT] tid 160376      [.] 0x00007f0239c9dbc9
     0.01%        890732  java             [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.01%        890722  java             [JIT] tid 160376      [.] 0x00007f0239c8113c
     0.01%        890714  java             [JIT] tid 160376      [.] 0x00007f0239dc7610
     0.01%        890699  java             [JIT] tid 160376      [.] 0x00007f02411a67ad
     0.01%        890652  java             libjvm.so             [.] ConstMethod::exception_table_length
     0.01%        890650  GC Thread#4      libjvm.so             [.] PSCardTable::scavenge_contents_parallel
     0.01%        890638  java             libjvm.so             [.] InstanceKlass::initialize_impl
     0.01%        890635  C2 CompilerThre  libjvm.so             [.] AddPNode::Opcode
     0.01%        890628  C2 CompilerThre  libjvm.so             [.] MultiNode::out_RegMask
     0.01%        890620  java             [JIT] tid 160376      [.] 0x00007f0239ec54f6
     0.01%        890616  java             [JIT] tid 160376      [.] 0x00007f0239e640c3
     0.01%        890611  java             [JIT] tid 160376      [.] 0x00007f0239e5a71a
     0.01%        890606  java             libjvm.so             [.] compiledVFrame::locals
     0.01%        890595  java             [JIT] tid 160376      [.] 0x00007f02396e965b
     0.01%        890580  C2 CompilerThre  libjvm.so             [.] ciTypeFlow::SuccIter::next
     0.01%        890578  java             [JIT] tid 160376      [.] 0x00007f0239e9ad93
     0.01%        890543  java             [JIT] tid 160376      [.] 0x00007f0239f24002
     0.01%        890541  java             [JIT] tid 160376      [.] 0x00007f0239fcbf07
     0.01%        890516  C1 CompilerThre  libjvm.so             [.] FrameMap::signature_type_array_for
     0.01%        890513  java             libjvm.so             [.] ArgumentSizeComputer::ArgumentSizeComputer
     0.01%        890507  java             [JIT] tid 160376      [.] 0x00007f0239fb6700
     0.01%        890496  java             libjimage.so          [.] ImageStrings::find
     0.01%        890485  java             libjvm.so             [.] InterpreterRuntime::ldc
     0.01%        890482  java             [JIT] tid 160376      [.] 0x00007f0239ec6677
     0.01%        890475  java             [JIT] tid 160376      [.] 0x00007f0239702670
     0.01%        890474  java             [JIT] tid 160376      [.] 0x00007f0239ff5aef
     0.01%        890440  java             [kernel.kallsyms]     [k] path_init
     0.01%        890422  java             [JIT] tid 160376      [.] 0x00007f0239ebe14c
     0.01%        890417  GC Thread#2      libjvm.so             [.] GenerateOopMap::do_field
     0.01%        890404  java             [kernel.kallsyms]     [k] __x64_sys_openat
     0.01%        890391  java             libjvm.so             [.] UTF8::unicode_length
     0.01%        890366  java             [JIT] tid 160376      [.] 0x00007f0239f2e71c
     0.01%        890365  java             libjvm.so             [.] SharedRuntime::resolve_helper
     0.01%        890359  java             [JIT] tid 160376      [.] 0x00007f0239d3f84f
     0.01%        890353  java             [JIT] tid 160376      [.] 0x00007f02396e29c9
     0.01%        890335  java             [JIT] tid 160376      [.] 0x00007f02396ea8cf
     0.01%        890331  C2 CompilerThre  libjvm.so             [.] StartNode::Ideal
     0.01%        890324  C2 CompilerThre  libjvm.so             [.] ciObjectFactory::get_unloaded_klass
     0.01%        890305  GC Thread#7      libc.so.6             [.] __memmove_avx_unaligned_erms
     0.01%        890300  java             [JIT] tid 160376      [.] 0x00007f0241208dba
     0.01%        890289  C2 CompilerThre  libjvm.so             [.] IfNode::bottom_type
     0.01%        890275  java             [JIT] tid 160376      [.] 0x00007f02397229d8
     0.01%        890258  C2 CompilerThre  libjvm.so             [.] State::_sub_Op_AndI
     0.01%        890255  C1 CompilerThre  libjvm.so             [.] ciMethod::is_method_handle_intrinsic
     0.01%        890248  java             [JIT] tid 160376      [.] 0x00007f02411ade6b
     0.01%        890234  java             [JIT] tid 160376      [.] 0x00007f0239db7c9c
     0.01%        890169  C1 CompilerThre  libjvm.so             [.] LIRGenerator::generate_address
     0.01%        890158  C2 CompilerThre  libjvm.so             [.] Dependencies::find_unique_concrete_method
     0.01%        890112  java             [JIT] tid 160376      [.] 0x00007f0239e1e890
     0.01%        890100  C2 CompilerThre  libjvm.so             [.] BoolNode::hash
     0.01%        890092  java             [JIT] tid 160376      [.] 0x00007f023a034624
     0.01%        890083  java             libc.so.6             [.] __strchrnul_avx2
     0.01%        890051  java             [JIT] tid 160376      [.] 0x00007f02396e0697
     0.01%        890034  java             [JIT] tid 160376      [.] 0x00007f0239c6f084
     0.01%        890028  java             [JIT] tid 160376      [.] 0x00007f02396db51f
     0.01%        890004  C2 CompilerThre  libjvm.so             [.] MachSpillCopyNode::oper_input_base
     0.01%        889986  java             libjvm.so             [.] vframeStream::vframeStream
     0.01%        889977  java             [JIT] tid 160376      [.] 0x00007f0239d1874d
     0.01%        889880  java             libjvm.so             [.] InterpreterRuntime::resolve_invoke
     0.01%        889855  VM Thread        libjvm.so             [.] PSYoungGen::print_on
     0.01%        889845  C2 CompilerThre  libjvm.so             [.] IfNode::Ideal
     0.01%        889829  C1 CompilerThre  libjvm.so             [.] GraphBuilder::if_node
     0.01%        889828  java             [JIT] tid 160376      [.] 0x00007f02396eb121
     0.01%        889791  java             [JIT] tid 160376      [.] 0x00007f02396de9d7
     0.01%        889781  C2 CompilerThre  [kernel.kallsyms]     [k] try_charge_memcg
     0.01%        889744  java             [JIT] tid 160376      [.] 0x00007f0239ec992d
     0.01%        889730  C2 CompilerThre  [kernel.kallsyms]     [k] up_write
     0.01%        889729  java             [JIT] tid 160376      [.] 0x00007f02396dde73
     0.01%        889714  C1 CompilerThre  libjvm.so             [.] JNIHandleBlock::release_block
     0.01%        889713  java             [JIT] tid 160376      [.] 0x00007f0239dea10b
     0.01%        889705  java             [JIT] tid 160376      [.] 0x00007f02397180fd
     0.01%        889696  java             [JIT] tid 160376      [.] 0x00007f02396ebf81
     0.01%        889684  java             [JIT] tid 160376      [.] 0x00007f0239d0ceb0
     0.01%        889655  java             [JIT] tid 160376      [.] 0x00007f0239efd13c
     0.01%        889654  C2 CompilerThre  libc.so.6             [.] __memcmp_avx2_movbe
     0.01%        889650  C2 CompilerThre  libjvm.so             [.] Symbol::as_C_string
     0.01%        889612  java             libjvm.so             [.] Method::is_getter
     0.01%        889588  java             [JIT] tid 160376      [.] 0x00007f0239ebc4fa
     0.01%        889588  java             [JIT] tid 160376      [.] 0x00007f0239ebcf7e
     0.01%        889528  C1 CompilerThre  libc.so.6             [.] __strncat_avx2
     0.01%        889512  java             [JIT] tid 160376      [.] 0x00007f024119935d
     0.01%        889496  java             [JIT] tid 160376      [.] 0x00007f023a000b9f
     0.01%        889492  java             [JIT] tid 160376      [.] 0x00007f0239f29a0f
     0.01%        889487  java             [kernel.kallsyms]     [k] update_sg_lb_stats
     0.01%        889427  java             [JIT] tid 160376      [.] 0x00007f0239fe5c2d
     0.01%        889398  java             libjvm.so             [.] GenerateOopMap::mark_bbheaders_and_count_gc_points
     0.01%        889362  GC Thread#2      libjvm.so             [.] GenerateOopMap::interp1
     0.01%        889340  C2 CompilerThre  libjvm.so             [.] LoadNode::is_new_object_mark_load
     0.01%        889305  java             [JIT] tid 160376      [.] 0x00007f0239f2bd41
     0.01%        889222  java             libjvm.so             [.] AdapterHandlerLibrary::new_entry
     0.01%        889194  C2 CompilerThre  libjvm.so             [.] Phase::gen_subtype_check
     0.01%        889169  GC Thread#2      libjvm.so             [.] ParMarkBitMap::iterate
     0.01%        889164  java             libjvm.so             [.] LinkResolver::resolve_field_access
     0.01%        889163  java             [JIT] tid 160376      [.] 0x00007f0239dd2c27
     0.01%        889159  java             [JIT] tid 160376      [.] 0x00007f02396e7052
     0.01%        889159  java             [JIT] tid 160376      [.] 0x00007f0239fbe31c
     0.01%        889142  java             libjvm.so             [.] InterpreterOopMap::InterpreterOopMap
     0.01%        889139  java             libjvm.so             [.] java_lang_String::as_unicode_string
     0.01%        889125  C2 CompilerThre  libjvm.so             [.] Arena::Arena
     0.01%        889095  C2 CompilerThre  libjvm.so             [.] ciTypeFlow::ciTypeFlow
     0.01%        889095  GC Thread#2      libjvm.so             [.] ClassLoaderData::oops_do
     0.01%        889064  C1 CompilerThre  libjvm.so             [.] LinkResolver::check_method_accessability
     0.01%        889037  java             libjvm.so             [.] klassVtable::initialize_from_super
     0.01%        889034  java             [kernel.kallsyms]     [k] __check_object_size.part.0
     0.01%        889033  java             [JIT] tid 160376      [.] 0x00007f0239dc16ff
     0.01%        888951  java             [JIT] tid 160376      [.] 0x00007f0239ec9691
     0.01%        888937  java             [JIT] tid 160376      [.] 0x00007f0239c879a2
     0.01%        888931  C2 CompilerThre  libjvm.so             [.] nmethod::new_nmethod
     0.01%        888874  java             [JIT] tid 160376      [.] 0x00007f02396e32c2
     0.01%        888871  java             [JIT] tid 160376      [.] 0x00007f0239c686eb
     0.01%        888869  java             [JIT] tid 160376      [.] 0x00007f02396e45e1
     0.01%        888845  C2 CompilerThre  libjvm.so             [.] Arena::set_size_in_bytes
     0.01%        888804  java             [JIT] tid 160376      [.] 0x00007f02396df854
     0.01%        888798  java             [JIT] tid 160376      [.] 0x00007f02396e9617
     0.01%        888792  java             libjvm.so             [.] Mutex::owned_by_self
     0.01%        888777  C2 CompilerThre  libjvm.so             [.] convI2L_reg_regNode::ideal_Opcode
     0.01%        888774  java             libjvm.so             [.] metaspace::Metachunk::ensure_committed
     0.01%        888734  java             [JIT] tid 160376      [.] 0x00007f02397cf03b
     0.01%        888717  java             [JIT] tid 160376      [.] 0x00007f02396e95e5
     0.01%        888700  C1 CompilerThre  libjvm.so             [.] AbstractAssembler::generate_stack_overflow_check
     0.01%        888696  C1 CompilerThre  libjvm.so             [.] LinkResolver::lookup_method_in_klasses
     0.01%        888679  java             libjvm.so             [.] DepChange::ContextStream::start
     0.01%        888668  java             libjvm.so             [.] CardTable::invalidate
     0.01%        888660  java             [JIT] tid 160376      [.] 0x00007f0239f2fc67
     0.01%        888653  java             [JIT] tid 160376      [.] 0x00007f0241205e74
     0.01%        888574  C2 CompilerThre  libjvm.so             [.] jmpDir_shortNode::label_set
     0.01%        888536  java             libjvm.so             [.] ConstMethod::localvariable_table_length
     0.01%        888520  C2 CompilerThre  libjvm.so             [.] CmpNode::bottom_type
     0.01%        888519  java             [JIT] tid 160376      [.] 0x00007f02411a8227
     0.01%        888512  C2 CompilerThre  libjvm.so             [.] Node::set_req
     0.01%        888512  java             [JIT] tid 160376      [.] 0x00007f0241205e56
     0.01%        888507  java             [JIT] tid 160376      [.] 0x00007f0239eeaa60
     0.01%        888483  java             [JIT] tid 160376      [.] 0x00007f0239d0c080
     0.01%        888465  java             ld-linux-x86-64.so.2  [.] _dl_relocate_object
     0.01%        888462  java             libjvm.so             [.] Modules::add_module_exports
     0.01%        888453  java             [JIT] tid 160376      [.] 0x00007f02411e5928
     0.01%        888450  C2 CompilerThre  libjvm.so             [.] Compile::AliasType::Init
     0.01%        888414  java             [JIT] tid 160376      [.] 0x00007f0239ebfeb9
     0.01%        888390  java             libc.so.6             [.] __strlen_avx2
     0.01%        888308  java             libjvm.so             [.] ScopeDesc::decode_object_values
     0.01%        888292  C2 CompilerThre  [kernel.kallsyms]     [k] __list_add_valid
     0.01%        888288  java             libjvm.so             [.] EventMarkBase::EventMarkBase
     0.01%        888276  java             [JIT] tid 160376      [.] 0x00007f024120fa77
     0.01%        888246  java             libjvm.so             [.] CompileTask::initialize
     0.01%        888239  C2 CompilerThre  [kernel.kallsyms]     [k] update_process_times
     0.01%        888198  java             [JIT] tid 160376      [.] 0x00007f02396e4c70
     0.01%        888195  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::copy_skeleton_predicates_to_main_loop_helper
     0.01%        888154  C2 CompilerThre  libjvm.so             [.] ConstraintCastNode::Value
     0.01%        888147  java             [JIT] tid 160376      [.] 0x00007f02411b28c0
     0.01%        888125  java             libjvm.so             [.] FieldLayout::initialize_static_layout
     0.01%        888120  C2 CompilerThre  libjvm.so             [.] PhaseMacroExpand::generate_nonpositive_guard
     0.01%        888115  java             [JIT] tid 160376      [.] 0x00007f0239ebc87c
     0.01%        888064  java             [kernel.kallsyms]     [k] xfs_file_read_iter
     0.01%        888053  java             [JIT] tid 160376      [.] 0x00007f0239eea8a7
     0.01%        888015  java             [JIT] tid 160376      [.] 0x00007f02411a6822
     0.01%        888007  C2 CompilerThre  libjvm.so             [.] SafePointNode::adr_type
     0.01%        888003  C2 CompilerThre  libjvm.so             [.] PhaseBlockLayout::merge_traces
     0.01%        887985  java             [JIT] tid 160376      [.] 0x00007f02396df1a9
     0.01%        887966  java             [JIT] tid 160376      [.] 0x00007f02396e703c
     0.01%        887932  java             [JIT] tid 160376      [.] 0x00007f0239c9e73f
     0.01%        887918  java             [JIT] tid 160376      [.] 0x00007f02396e6cb0
     0.01%        887893  C2 CompilerThre  libjvm.so             [.] jmpConNode::label_set
     0.01%        887884  java             [JIT] tid 160376      [.] 0x00007f0239d00114
     0.01%        887868  java             [JIT] tid 160376      [.] 0x00007f0239d7574e
     0.01%        887855  java             [JIT] tid 160376      [.] 0x00007f02411ba1a7
     0.01%        887851  C2 CompilerThre  libjvm.so             [.] RootNode::Ideal
     0.01%        887758  java             [JIT] tid 160376      [.] 0x00007f0239fc971c
     0.01%        887742  C2 CompilerThre  [kernel.kallsyms]     [k] __cgroup_account_cputime_field
     0.01%        887737  C2 CompilerThre  [kernel.kallsyms]     [k] do_user_addr_fault
     0.01%        887728  java             [JIT] tid 160376      [.] 0x00007f0239d27579
     0.01%        887726  java             [JIT] tid 160376      [.] 0x00007f02396e85d2
     0.01%        887695  java             [JIT] tid 160376      [.] 0x00007f0239e8081c
     0.01%        887676  java             [JIT] tid 160376      [.] 0x00007f0239f4bec8
     0.01%        887671  C1 CompilerThre  libjvm.so             [.] LIR_Op4::emit_code
     0.01%        887661  GC Thread#7      libjvm.so             [.] ParallelCompactData::calc_new_pointer
     0.01%        887561  java             [kernel.kallsyms]     [k] __page_set_anon_rmap
     0.01%        887522  C2 CompilerThre  libjvm.so             [.] StoreLNode::memory_type
     0.01%        887487  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::create_new_if_for_predicate
     0.01%        887446  C1 CompilerThre  libjvm.so             [.] Instruction::update_exception_state
     0.01%        887366  java             [JIT] tid 160376      [.] 0x00007f0239eb127d
     0.01%        887294  C2 CompilerThre  libjvm.so             [.] GraphKit::gen_subtype_check
     0.01%        887208  C2 CompilerThre  libjvm.so             [.] CastIINode::Ideal
     0.01%        887192  java             [JIT] tid 160376      [.] 0x00007f0239e6773b
     0.01%        887152  java             libjvm.so             [.] DictionaryEntry::add_protection_domain
     0.01%        887136  C2 CompilerThre  libjvm.so             [.] ciObject::is_array
     0.01%        887105  java             [JIT] tid 160376      [.] 0x00007f0239c75907
     0.01%        887095  java             [JIT] tid 160376      [.] 0x00007f0239ec3da6
     0.01%        887088  java             libc.so.6             [.] _IO_setb
     0.01%        887059  GC Thread#7      libjvm.so             [.] ParMarkBitMap::iterate
     0.01%        887041  java             [JIT] tid 160376      [.] 0x00007f0239d7550d
     0.01%        887037  C2 CompilerThre  [JIT] tid 160376      [.] 0x00007f02396cf09c
     0.01%        887026  C2 CompilerThre  libjvm.so             [.] PhaseCFG::set_next_call
     0.01%        887014  C2 CompilerThre  libjvm.so             [.] ciMethod::can_be_statically_bound
     0.01%        886993  GC Thread#2      libjvm.so             [.] OopOopIterateDispatch<PCIterateMarkAndPushClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
